40,2.101103339594619E8,595547.0,19592883,600001.0,19724009
41,1.3366249517282757E8,595406.0,24379306,600000.0,24547598
42,1.6508558727273118E8,505256.0,19275357,600014.0,22652520
43,1.047413490245157E8,597054.0,25546126,600008.0,25661359
44,1.3779825997601947E8,576856.0,22568797,600000.0,23424733
45,1.6778079610666597E8,599685.0,23140466,600008.0,23151197
46,1.2112923193274245E8,599137.0,25698727,600004.0,25730533
47,1.6331250405236614E8,598447.0,23955803,600010.0,24011225
48,9.839035058972122E7,596048.0,24453063,600009.0,24598030
49,1.4337071296727097E8,599320.0,25055016,600009.0,25078767
50,9.270125778596485E7,598242.0,24125811,600000.0,24187550
51,1.2993169104302937E8,572706.0,22396658,600014.0,23383906
52,1.5700048165249977E8,598675.0,24696511,600004.0,24742445
53,1.5964217692253652E8,597855.0,24857818,600001.0,24931822
54,1.1562201438277806E8,589371.0,21288416,600002.0,21608424
55,1.2005965827240963E8,599791.0,21028042,600010.0,21033068
56,1.5599217389319295E8,571433.0,19267299,600012.0,20080470
57,1.560805894068083E8,599262.0,23947965,600003.0,23972081
58,1.7658421680585974E8,597378.0,24432062,600005.0,24537464
59,1.2880191362679006E8,599801.0,21233767,600005.0,21241491
