BenchmarkNumber,Evaluation,Time,Iteration,FinalTime,FinalIteration
0,1.896428957395792E8,599498.0,23414093,600014.0,23432084
1,1.4754717622670507E8,599835.0,27289691,600007.0,27296841
2,1.5495140572635975E8,599662.0,20754501,600006.0,20767240
3,1.652324329936251E8,598922.0,25330145,600000.0,25374396
4,1.484178055439266E8,599857.0,23184547,600013.0,23189526
5,1.466744048241541E8,599597.0,27010493,600003.0,27027706
6,1.4264147781812018E8,599964.0,25936783,600011.0,25938244
7,1.7651750265122458E8,597334.0,22229539,600006.0,22319902
8,1.6711459408449706E8,599807.0,25781950,600010.0,25790014
9,1.724430798782721E8,597998.0,24085104,600014.0,24167127
10,1.6104129292740577E8,599989.0,24301886,600005.0,24301971
11,1.4734464430124003E8,599990.0,25685013,600006.0,25685570
12,1.7022274929582384E8,599789.0,25417717,600008.0,25426655
13,1.5915720959142926E8,599922.0,24520858,600000.0,24523791
14,1.384067408001628E8,599768.0,25884818,600002.0,25894748
15,1.5632449051690283E8,599629.0,26737901,600004.0,26754403
16,1.4990445068388647E8,599769.0,21876812,600003.0,21884632
17,1.564456506481906E8,599852.0,19261028,600008.0,19265486
18,1.445481993954623E8,598436.0,24658763,600014.0,24720018
19,1.711073922026234E8,591727.0,24069480,600009.0,24401564
