BenchmarkNumber,Evaluation,Time,Iteration,FinalTime,FinalIteration
0,2.975970370745558E9,18.0,22,60000.0,565085
1,2.8008821019021587E9,4.0,7,60000.0,595663
2,2.85729275768113E9,3.0,9,60000.0,411332
