BenchmarkNumber,Evaluation,Time,Iteration,FinalTime,FinalIteration
72,2.4345049487616748E8,589476.0,23111017,600008.0,23514282
73,2.2370144268031988E8,540546.0,22972735,600010.0,25481074
74,2.153270955933877E8,599401.0,24593052,600011.0,24614674
75,2.584424480759515E8,594346.0,22855240,600015.0,23062284
76,2.088534169075054E8,593152.0,26258964,600008.0,26562236
77,2.4172564472968003E8,587637.0,23923126,600004.0,24413637
78,2.1970164034151554E8,599560.0,22863264,600003.0,22878379
79,2.3649531492072615E8,598768.0,26666000,600002.0,26719556
80,1.8347365806817374E8,551480.0,23707965,600000.0,25755514
81,2.6705416523775005E8,510942.0,19950098,600014.0,23332954
82,2.3631418009257296E8,599208.0,27790495,600005.0,27825826
83,2.0071920250030726E8,597036.0,26464932,600005.0,26593607
84,1.909893998692691E8,599925.0,26943609,600019.0,26945811
85,2.5148030038466758E8,597159.0,25612129,600002.0,25734097
86,2.1434108152176782E8,594330.0,28228267,600011.0,28496885
87,2.06596187601063E8,460017.0,21029705,600014.0,27296882
88,1.444670947766031E8,598639.0,25018817,600007.0,25071850
89,1.0224793699193601E8,588519.0,26967876,600014.0,27490886
90,1.6725930951954517E8,568102.0,24170274,600006.0,25491843
91,1.7827534399750975E8,591535.0,22360643,600004.0,22663396
92,2.3034584598295802E8,585944.0,25163094,600008.0,25747418
93,1.830295808094162E8,588786.0,25382058,600010.0,25861022
94,1.9779326170418236E8,511149.0,22071323,600011.0,25824053
95,1.9705003210940012E8,596252.0,25906616,600000.0,26063590
96,2.2293094149219987E8,480360.0,21354916,600008.0,26410564
97,2.3582435867243314E8,581824.0,22441183,600004.0,23108146
98,1.8092138571433622E8,318157.0,14522141,600003.0,26999097
99,1.21932104119004E8,393298.0,18793423,600002.0,28460127

