60,1.160969669943187E9,299971.0,2914056,300002.0,2914292
61,1.4147424443941858E9,299962.0,3356321,300008.0,3356659
62,4.371122339464641E9,0.0,0,300012.0,2074991
63,1.1034716772053998E9,299982.0,3342023,300014.0,3342232
64,3.941976418708606E9,0.0,8,300001.0,1927135
65,2.5320522032216377E9,299972.0,2404517,300002.0,2404619
66,1.6006096349308507E9,299998.0,3405975,300045.0,3406036
67,1.4413011518048077E9,299980.0,3318864,300011.0,3319062
68,3.8553972564158473E9,0.0,0,300003.0,1929664
69,1.891743399155196E9,299986.0,3568376,300002.0,3568451
70,4.397777007033502E9,299999.0,2567134,300014.0,2567183
71,1.7893382210941553E9,299921.0,2838203,300015.0,2838732
72,4.113602713596032E9,0.0,0,300010.0,1923841
73,2.200675603677392E9,299966.0,3198368,300013.0,3198606
74,4.1519070550458593E9,0.0,0,300001.0,1805722
75,4.6637124451165E9,0.0,19,300001.0,1869580
76,3.7853078066238427E9,299988.0,2580607,300004.0,2580645
77,4.7617474310853195E9,0.0,0,300000.0,2206396
78,2.8828253218831706E9,299996.0,2865016,300012.0,2865080
79,2.618091083128436E9,299944.0,3228743,300007.0,3229291
