BenchmarkNumber,Evaluation,Time,Iteration,FinalTime,FinalIteration
0,1.9007501853796983E8,595788.0,19711265,600007.0,19840424
1,1.4932257894121608E8,597638.0,22528651,600013.0,22616603
2,1.52961817781513E8,598069.0,18721832,600007.0,18784626
3,1.6901897878674516E8,599689.0,23849175,600001.0,23860285
4,1.537749988201314E8,595642.0,16626504,600002.0,16722807
5,1.445261461138071E8,598330.0,22824633,600002.0,22888011
6,1.4144967046011537E8,599923.0,23514135,600001.0,23516769
7,1.863996147758218E8,597511.0,16802804,600012.0,16862814
8,1.7325769344809058E8,599855.0,22336608,600011.0,22342106
9,1.7702760978494257E8,599022.0,20994170,600007.0,21029250
10,1.5630061210164446E8,597128.0,23228977,600003.0,23338245
11,1.4954833198872912E8,597045.0,21843635,600014.0,21938040
12,1.7152224222830445E8,599918.0,22656067,600011.0,22659783
13,1.6412380505779615E8,596753.0,19311344,600003.0,19409819
14,1.363613634154422E8,596779.0,24136641,600010.0,24259848
15,1.5871249586295977E8,599477.0,21765548,600010.0,21781674
16,1.4650188247483158E8,599893.0,19344953,600000.0,19347989
17,1.425080527254424E8,599003.0,18772659,600008.0,18801180
18,1.4532953487327966E8,599597.0,21929358,600003.0,21942465
19,1.5930120075526902E8,599362.0,23363826,600002.0,23387697
20,1.4798476761441824E8,599803.0,21375035,600006.0,21381731
21,1.4604559716559413E8,598810.0,22260370,600013.0,22304584
22,1.3329285257239851E8,599132.0,20913188,600007.0,20943653
23,1.8337230914008135E8,599752.0,18368497,600002.0,18375026
24,1.5302139414863876E8,593750.0,19607011,600001.0,19790208
25,1.902026423883508E8,585548.0,18913497,600002.0,19362911
26,1.3997942224829978E8,598188.0,19400479,600000.0,19452182
27,1.5725865165176722E8,597370.0,20831451,600011.0,20917162
28,1.5522792770439237E8,598779.0,21540699,600013.0,21585286
29,1.305389821875666E8,594030.0,21488305,600001.0,21694372
30,1.8856642482170153E8,598271.0,18184438,600006.0,18236652
31,1.3114091934365377E8,599141.0,21849207,600000.0,21878981
32,1.500059621928258E8,597667.0,20400165,600011.0,20477448
33,1.8683109914909E8,597863.0,21166596,600004.0,21238567
34,1.0846723707971689E8,598752.0,22795658,600003.0,22840845
36,1.3832936786404294E8,599508.0,22847860,600001.0,22864419
37,1.1515245219112489E8,592835.0,23320458,600002.0,23593776
38,1.7022867301823625E8,599628.0,22588532,600004.0,22602041
39,1.550232914980847E8,593767.0,19852647,600003.0,20067580
40,1.922183607571065E8,599303.0,19791748,600006.0,19813025
41,1.3161055752116324E8,599138.0,22364950,600013.0,22396215
42,1.5508047740787405E8,597491.0,19639093,600007.0,19717067
43,1.1100316118319988E8,589719.0,21368431,600001.0,21717197
44,1.3285965898807602E8,599798.0,22095005,600001.0,22102328
45,1.7822960429771054E8,599486.0,20639189,600002.0,20655396
46,1.3646711835816464E8,595984.0,21452046,600000.0,21592159
47,1.730038377510197E8,589073.0,20177804,600011.0,20520258
48,1.1164704500793539E8,598980.0,23454230,600011.0,23490509
49,1.4856698948688212E8,599865.0,22851240,600003.0,22855658
50,9.28404541789095E7,596337.0,20751500,600004.0,20872270
51,1.3587444349762198E8,599014.0,21770928,600014.0,21807159
52,1.571469725295326E8,599293.0,21728218,600012.0,21754089
53,1.606828994860028E8,599973.0,21169641,600004.0,21170382
54,1.1954836888543878E8,598002.0,16406302,600003.0,16453110
55,1.1356628379387607E8,599807.0,15756796,600010.0,15761480
56,1.8168028516854686E8,592148.0,15990255,600002.0,16167553
57,1.5376562353544295E8,598644.0,22238143,600004.0,22291295
58,1.76058520470149E8,599159.0,21975665,600003.0,22005787
59,1.3675485207258996E8,597581.0,22309704,600003.0,22400674
60,1.1914956730678989E8,598663.0,19841765,600006.0,19886468
61,1.1400978887379901E8,599013.0,20389177,600013.0,20421786
62,1.8516202510297787E8,597444.0,18047109,600007.0,18118620
63,1.2392348863016659E8,596032.0,22231301,600002.0,22375135
64,1.308188181896956E8,599642.0,20603277,600001.0,20614791
65,1.1434564976057127E8,597689.0,23360768,600002.0,23446514
66,1.5337098464244506E8,599001.0,23334778,600001.0,23371881
67,1.0523572584687112E8,595011.0,20825049,600011.0,20997043
68,1.236952698653389E8,598621.0,21710373,600012.0,21762137
69,1.37757105655026E8,599601.0,22255398,600007.0,22269629
70,1.7656835231165308E8,599330.0,20631661,600002.0,20653079
71,1.6818778895652828E8,596357.0,19149003,600014.0,19255628
72,1.940166224830646E8,591511.0,17874298,600012.0,18103439
73,1.662784410716351E8,594738.0,18564789,600004.0,18724844
74,1.6938088010670882E8,598346.0,18288862,600003.0,18333232
75,1.660373966283721E8,599307.0,20999559,600010.0,21024603
76,1.4216773603308952E8,599246.0,22244984,600012.0,22269692
77,1.9383115619111785E8,595050.0,17295825,600004.0,17415148
78,1.6624760424554318E8,598299.0,17511318,600003.0,17554417
79,1.675988574741595E8,584845.0,18983023,600003.0,19420693
80,1.506131516107814E8,589584.0,17919093,600007.0,18213018
81,1.939609484290485E8,599544.0,19045225,600013.0,19058332
82,1.6193785164430374E8,595443.0,19824226,600006.0,19967497
83,1.4020344944823703E8,599127.0,22570346,600002.0,22602407
84,1.5446083502064383E8,594470.0,20188675,600002.0,20368181
85,1.9559725208661276E8,599220.0,17309229,600012.0,17329840
86,1.445269822084664E8,597285.0,20128568,600005.0,20209742
87,1.631114237907055E8,599385.0,18856488,600005.0,18872914
88,1.1225718707645415E8,598591.0,20053249,600009.0,20097930
89,9.830413769069964E7,598482.0,24104184,600005.0,24165495
90,1.2444065823354404E8,598181.0,23447201,600013.0,23514667
91,1.3506428932969776E8,598436.0,18422299,600014.0,18469537
92,1.5983169682750615E8,592870.0,19800072,600012.0,20019698
93,1.2637829513160388E8,599317.0,21831044,600004.0,21855298
94,1.2557578823479405E8,596546.0,21060576,600011.0,21166933
95,1.5199193618066373E8,598757.0,20336660,600000.0,20374348
96,1.5875706381320104E8,593586.0,20891877,600002.0,21103632
97,1.6419124820229483E8,599206.0,17971777,600003.0,17994491
98,1.3257080026607744E8,599033.0,19599837,600002.0,19628681
99,9.114935810872367E7,598315.0,21345785,600003.0,21403960

